"","vroot","click","user"
"1185",1018,1,"10844"
"1186",1004,1,"10844"
"1187",1030,1,"10844"
"1188",1009,1,"10844"
"1189",1105,1,"10844"
"1191",1008,1,"10846"
"1192",1056,1,"10846"
"1193",1009,1,"10846"
"1194",1032,1,"10846"
"1195",1034,1,"10846"
"1196",1014,1,"10846"
"1198",1010,1,"10849"
"1199",1130,1,"10849"
"1200",1147,1,"10849"
"1201",1020,1,"10849"
"1202",1039,1,"10849"
"1203",1024,1,"10849"
"1204",1068,1,"10849"
"1206",1008,1,"10861"
"1207",1000,1,"10861"
"1208",1037,1,"10861"
"1209",1009,1,"10861"
"1210",1017,1,"10861"
"1211",1001,1,"10861"
"1212",1004,1,"10861"
"1214",1008,1,"10865"
"1215",1064,1,"10865"
"1216",1136,1,"10865"
"1217",1038,1,"10865"
"1218",1070,1,"10865"
"1219",1026,1,"10865"
"1220",1034,1,"10865"
"1221",1004,1,"10865"
"1223",1008,1,"10879"
"1224",1124,1,"10879"
"1225",1108,1,"10879"
"1226",1058,1,"10879"
"1227",1055,1,"10879"
"1228",1018,1,"10879"
"1230",1017,1,"10893"
"1231",1018,1,"10893"
"1232",1004,1,"10893"
"1233",1078,1,"10893"
"1234",1035,1,"10893"
"1235",1037,1,"10893"
"1236",1030,1,"10893"
"1237",1009,1,"10893"
"1238",1003,1,"10893"
"1239",1001,1,"10893"
"1241",1008,1,"10896"
"1242",1051,1,"10896"
"1243",1055,1,"10896"
"1244",1040,1,"10896"
"1245",1032,1,"10896"
"1246",1088,1,"10896"
"1247",1018,1,"10896"
"1249",1036,1,"10897"
"1250",1008,1,"10897"
"1251",1035,1,"10897"
"1252",1009,1,"10897"
"1253",1060,1,"10897"
"1254",1052,1,"10897"
"1255",1017,1,"10897"
"1256",1034,1,"10897"
"1257",1156,1,"10897"
"1258",1018,1,"10897"
"1260",1104,1,"10902"
"1261",1063,1,"10902"
"1262",1018,1,"10902"
"1263",1004,1,"10902"
"1264",1072,1,"10902"
"1265",1074,1,"10902"
"1266",1008,1,"10902"
"1267",1010,1,"10902"
"1268",1037,1,"10902"
"1269",1030,1,"10902"
"1270",1046,1,"10902"
"1271",1038,1,"10902"
"1272",1009,1,"10902"
"1273",1026,1,"10902"
"1274",1003,1,"10902"
"1275",1041,1,"10902"
"1276",1034,1,"10902"
"1277",1053,1,"10902"
"1279",1058,1,"10909"
"1280",1017,1,"10909"
"1281",1018,1,"10909"
"1282",1004,1,"10909"
"1283",1030,1,"10909"
"1284",1077,1,"10909"
"1285",1100,1,"10909"
"1286",1052,1,"10909"
"1287",1031,1,"10909"
"1288",1001,1,"10909"
"1289",1075,1,"10909"
"1291",1029,1,"10916"
"1292",1008,1,"10916"
"1293",1009,1,"10916"
"1294",1017,1,"10916"
"1295",1048,1,"10916"
"1296",1018,1,"10916"
"1298",1035,1,"10922"
"1299",1008,1,"10922"
"1300",1037,1,"10922"
"1301",1009,1,"10922"
"1302",1018,1,"10922"
"1303",1034,1,"10922"
"1305",1008,1,"10933"
"1306",1007,1,"10933"
"1307",1006,1,"10933"
"1308",1004,1,"10933"
"1309",1018,1,"10933"
"1310",1034,1,"10933"
"1311",1105,1,"10933"
"1313",1000,1,"10943"
"1314",1037,1,"10943"
"1315",1157,1,"10943"
"1316",1020,1,"10943"
"1317",1009,1,"10943"
"1318",1001,1,"10943"
"1320",1119,1,"10951"
"1321",1026,1,"10951"
"1322",1177,1,"10951"
"1323",1059,1,"10951"
"1324",1034,1,"10951"
"1325",1053,1,"10951"
"1327",1081,1,"10956"
"1328",1082,1,"10956"
"1329",1062,1,"10956"
"1330",1011,1,"10956"
"1331",1017,1,"10956"
"1332",1134,1,"10956"
"1334",1008,1,"10960"
"1335",1045,1,"10960"
"1336",1027,1,"10960"
"1337",1046,1,"10960"
"1338",1026,1,"10960"
"1339",1004,1,"10960"
"1341",1008,1,"10984"
"1342",1035,1,"10984"
"1343",1009,1,"10984"
"1344",1056,1,"10984"
"1345",1032,1,"10984"
"1346",1004,1,"10984"
"1347",1018,1,"10984"
"1349",1130,1,"10991"
"1350",1017,1,"10991"
"1351",1018,1,"10991"
"1352",1004,1,"10991"
"1353",1035,1,"10991"
"1354",1008,1,"10991"
"1355",1030,1,"10991"
"1356",1037,1,"10991"
"1357",1009,1,"10991"
"1358",1003,1,"10991"
"1359",1001,1,"10991"
"1360",1002,1,"10991"
"1361",1034,1,"10991"
"1362",1167,1,"10991"
"1364",1025,1,"11002"
"1365",1038,1,"11002"
"1366",1026,1,"11002"
"1367",1041,1,"11002"
"1368",1024,1,"11002"
"1369",1072,1,"11002"
"1371",1008,1,"11008"
"1372",1020,1,"11008"
"1373",1009,1,"11008"
"1374",1003,1,"11008"
"1375",1004,1,"11008"
"1376",1018,1,"11008"
"1377",1178,1,"11008"
"1379",1113,1,"11016"
"1380",1046,1,"11016"
"1381",1017,1,"11016"
"1382",1102,1,"11016"
"1383",1001,1,"11016"
"1384",1034,1,"11016"
"1386",1027,1,"11018"
"1387",1009,1,"11018"
"1388",1123,1,"11018"
"1389",1026,1,"11018"
"1390",1032,1,"11018"
"1391",1072,1,"11018"
"1393",1035,1,"11022"
"1394",1008,1,"11022"
"1395",1009,1,"11022"
"1396",1017,1,"11022"
"1397",1001,1,"11022"
"1398",1003,1,"11022"
"1399",1018,1,"11022"
"1400",1004,1,"11022"
"1402",1017,1,"11027"
"1403",1179,1,"11027"
"1404",1014,1,"11027"
"1405",1018,1,"11027"
"1406",1008,1,"11027"
"1407",1000,1,"11027"
"1408",1040,1,"11027"
"1409",1097,1,"11027"
"1411",1017,1,"11029"
"1412",1004,1,"11029"
"1413",1018,1,"11029"
"1414",1035,1,"11029"
"1415",1008,1,"11029"
"1416",1037,1,"11029"
"1417",1009,1,"11029"
"1418",1001,1,"11029"
"1420",1130,1,"11032"
"1421",1157,1,"11032"
"1422",1017,1,"11032"
"1423",1018,1,"11032"
"1424",1078,1,"11032"
"1425",1004,1,"11032"
"1426",1030,1,"11032"
"1427",1001,1,"11032"
"1428",1096,1,"11032"
"1430",1157,1,"11044"
"1431",1017,1,"11044"
"1432",1018,1,"11044"
"1433",1014,1,"11044"
"1434",1004,1,"11044"
"1435",1035,1,"11044"
"1436",1181,1,"11044"
"1437",1036,1,"11044"
"1438",1011,1,"11044"
"1439",1089,1,"11044"
"1440",1040,1,"11044"
"1441",1001,1,"11044"
"1442",1003,1,"11044"
"1444",1008,1,"11049"
"1445",1009,1,"11049"
"1446",1026,1,"11049"
"1447",1040,1,"11049"
"1448",1018,1,"11049"
"1449",1048,1,"11049"
"1450",1067,1,"11049"
"1452",1020,1,"11056"
"1453",1058,1,"11056"
"1454",1070,1,"11056"
"1455",1018,1,"11056"
"1456",1004,1,"11056"
"1457",1008,1,"11056"
"1458",1027,1,"11056"
"1459",1041,1,"11056"
"1460",1034,1,"11056"
"1462",1008,1,"11070"
"1463",1040,1,"11070"
"1464",1017,1,"11070"
"1465",1026,1,"11070"
"1466",1060,1,"11070"
"1467",1052,1,"11070"
"1469",1036,1,"11074"
"1470",1038,1,"11074"
"1471",1026,1,"11074"
"1472",1041,1,"11074"
"1473",1014,1,"11074"
"1474",1004,1,"11074"
"1476",1017,1,"11083"
"1477",1066,1,"11083"
"1478",1018,1,"11083"
"1479",1004,1,"11083"
"1480",1101,1,"11083"
"1481",1072,1,"11083"
"1482",1010,1,"11083"
"1483",1008,1,"11083"
"1484",1035,1,"11083"
"1485",1009,1,"11083"
"1486",1042,1,"11083"
"1488",1081,1,"11087"
"1489",1062,1,"11087"
"1490",1082,1,"11087"
"1491",1070,1,"11087"
"1492",1017,1,"11087"
"1493",1067,1,"11087"
"1494",1027,1,"11087"
"1495",1026,1,"11087"
"1496",1041,1,"11087"
"1498",1020,1,"11090"
"1499",1004,1,"11090"
"1500",1018,1,"11090"
"1501",1078,1,"11090"
"1502",1035,1,"11090"
"1503",1030,1,"11090"
"1504",1182,1,"11090"
"1505",1003,1,"11090"
"1506",1001,1,"11090"
"1507",1002,1,"11090"
"1509",1008,1,"11106"
"1510",1045,1,"11106"
"1511",1130,1,"11106"
"1512",1095,1,"11106"
"1513",1040,1,"11106"
"1514",1004,1,"11106"
"1515",1057,1,"11106"
"1517",1008,1,"11107"
"1518",1037,1,"11107"
"1519",1009,1,"11107"
"1520",1017,1,"11107"
"1521",1001,1,"11107"
"1522",1004,1,"11107"
"1524",1008,1,"11128"
"1525",1035,1,"11128"
"1526",1016,1,"11128"
"1527",1009,1,"11128"
"1528",1003,1,"11128"
"1529",1018,1,"11128"
"1531",1035,1,"11132"
"1532",1130,1,"11132"
"1533",1030,1,"11132"
"1534",1003,1,"11132"
"1535",1001,1,"11132"
"1536",1002,1,"11132"
"1537",1018,1,"11132"
"1538",1004,1,"11132"
"1540",1035,1,"11136"
"1541",1016,1,"11136"
"1542",1037,1,"11136"
"1543",1009,1,"11136"
"1544",1017,1,"11136"
"1545",1040,1,"11136"
"1546",1067,1,"11136"
"1547",1018,1,"11136"
"1549",1118,1,"11140"
"1550",1017,1,"11140"
"1551",1024,1,"11140"
"1552",1067,1,"11140"
"1553",1004,1,"11140"
"1554",1008,1,"11140"
"1555",1038,1,"11140"
"1556",1026,1,"11140"
"1557",1088,1,"11140"
"1558",1041,1,"11140"
"1559",1053,1,"11140"
"1560",1034,1,"11140"
"1562",1008,1,"11142"
"1563",1045,1,"11142"
"1564",1185,1,"11142"
"1565",1017,1,"11142"
"1566",1049,1,"11142"
"1567",1001,1,"11142"
"1569",1084,1,"11143"
"1570",1049,1,"11143"
"1571",1018,1,"11143"
"1572",1008,1,"11143"
"1573",1035,1,"11143"
"1574",1126,1,"11143"
"1575",1009,1,"11143"
"1576",1003,1,"11143"
"1577",1001,1,"11143"
"1578",1034,1,"11143"
"1580",1037,1,"11159"
"1581",1009,1,"11159"
"1582",1017,1,"11159"
"1583",1003,1,"11159"
"1584",1001,1,"11159"
"1585",1004,1,"11159"
"1587",1130,1,"11166"
"1588",1008,1,"11166"
"1589",1037,1,"11166"
"1590",1020,1,"11166"
"1591",1009,1,"11166"
"1592",1144,1,"11166"
"1593",1004,1,"11166"
"1595",1035,1,"11169"
"1596",1003,1,"11169"
"1597",1018,1,"11169"
"1598",1004,1,"11169"
"1599",1019,1,"11169"
"1600",1057,1,"11169"
"1602",1030,1,"11174"
"1603",1162,1,"11174"
"1604",1017,1,"11174"
"1605",1134,1,"11174"
"1606",1024,1,"11174"
"1607",1001,1,"11174"
"1608",1004,1,"11174"
"1610",1008,1,"11179"
"1611",1065,1,"11179"
"1612",1060,1,"11179"
"1613",1052,1,"11179"
"1614",1001,1,"11179"
"1615",1041,1,"11179"
"1616",1034,1,"11179"
"1618",1022,1,"11181"
"1619",1020,1,"11181"
"1620",1070,1,"11181"
"1621",1163,1,"11181"
"1622",1017,1,"11181"
"1623",1004,1,"11181"
"1624",1021,1,"11181"
"1625",1008,1,"11181"
"1626",1050,1,"11181"
"1627",1034,1,"11181"
"1629",1035,1,"11183"
"1630",1023,1,"11183"
"1631",1003,1,"11183"
"1632",1001,1,"11183"
"1633",1002,1,"11183"
"1634",1018,1,"11183"
"1636",1119,1,"11191"
"1637",1027,1,"11191"
"1638",1009,1,"11191"
"1639",1150,1,"11191"
"1640",1032,1,"11191"
"1641",1034,1,"11191"
"1642",1020,1,"11191"
"1643",1070,1,"11191"
"1644",1017,1,"11191"
"1645",1018,1,"11191"
"1646",1008,1,"11191"
"1647",1037,1,"11191"
"1648",1030,1,"11191"
"1649",1026,1,"11191"
"1650",1052,1,"11191"
"1651",1060,1,"11191"
"1652",1041,1,"11191"
"1653",1028,1,"11191"
"1655",1008,1,"11196"
"1656",1082,1,"11196"
"1657",1095,1,"11196"
"1658",1009,1,"11196"
"1659",1017,1,"11196"
"1660",1040,1,"11196"
"1661",1014,1,"11196"
"1663",1045,1,"11209"
"1664",1119,1,"11209"
"1665",1058,1,"11209"
"1666",1017,1,"11209"
"1667",1004,1,"11209"
"1668",1008,1,"11209"
"1669",1009,1,"11209"
"1670",1001,1,"11209"
"1672",1008,1,"11220"
"1673",1035,1,"11220"
"1674",1009,1,"11220"
"1675",1001,1,"11220"
"1676",1018,1,"11220"
"1677",1004,1,"11220"
"1679",1058,1,"11235"
"1680",1017,1,"11235"
"1681",1004,1,"11235"
"1682",1014,1,"11235"
"1683",1008,1,"11235"
"1684",1030,1,"11235"
"1685",1040,1,"11235"
"1686",1003,1,"11235"
"1687",1034,1,"11235"
"1689",1008,1,"11243"
"1690",1189,1,"11243"
"1691",1064,1,"11243"
"1692",1038,1,"11243"
"1693",1031,1,"11243"
"1694",1026,1,"11243"
"1695",1041,1,"11243"
"1696",1034,1,"11243"
"1698",1008,1,"11249"
"1699",1110,1,"11249"
"1700",1295,1,"11249"
"1701",1017,1,"11249"
"1702",1007,1,"11249"
"1703",1059,1,"11249"
"1704",1018,1,"11249"
"1706",1008,1,"11252"
"1707",1009,1,"11252"
"1708",1040,1,"11252"
"1709",1134,1,"11252"
"1710",1172,1,"11252"
"1711",1116,1,"11252"
"1713",1025,1,"11254"
"1714",1070,1,"11254"
"1715",1017,1,"11254"
"1716",1014,1,"11254"
"1717",1008,1,"11254"
"1718",1038,1,"11254"
"1719",1026,1,"11254"
"1720",1041,1,"11254"
"1721",1034,1,"11254"
"1723",1008,1,"11256"
"1724",1045,1,"11256"
"1725",1087,1,"11256"
"1726",1001,1,"11256"
"1727",1034,1,"11256"
"1728",1071,1,"11256"
"1730",1084,1,"11263"
"1731",1030,1,"11263"
"1732",1295,1,"11263"
"1733",1017,1,"11263"
"1734",1018,1,"11263"
"1735",1105,1,"11263"
"1737",1020,1,"11284"
"1738",1070,1,"11284"
"1739",1013,1,"11284"
"1740",1004,1,"11284"
"1741",1010,1,"11284"
"1742",1038,1,"11284"
"1743",1026,1,"11284"
"1744",1143,1,"11284"
"1745",1041,1,"11284"
"1746",1003,1,"11284"
"1747",1001,1,"11284"
"1749",1030,1,"11292"
"1750",1090,1,"11292"
"1751",1125,1,"11292"
"1752",1017,1,"11292"
"1753",1096,1,"11292"
"1754",1001,1,"11292"
"1755",1067,1,"11292"
"1756",1043,1,"11292"
"1757",1004,1,"11292"
"1759",1035,1,"11297"
"1760",1008,1,"11297"
"1761",1037,1,"11297"
"1762",1009,1,"11297"
"1763",1017,1,"11297"
"1764",1018,1,"11297"
"1766",1025,1,"11311"
"1767",1008,1,"11311"
"1768",1009,1,"11311"
"1769",1056,1,"11311"
"1770",1040,1,"11311"
"1771",1017,1,"11311"
"1772",1032,1,"11311"
"1773",1001,1,"11311"
"1774",1034,1,"11311"
"1775",1014,1,"11311"
"1776",1004,1,"11311"
"1778",1119,1,"11319"
"1779",1008,1,"11319"
"1780",1137,1,"11319"
"1781",1001,1,"11319"
"1782",1080,1,"11319"
"1783",1018,1,"11319"
"1784",1078,1,"11319"
"1786",1016,1,"11320"
"1787",1007,1,"11320"
"1788",1156,1,"11320"
"1789",1019,1,"11320"
"1790",1057,1,"11320"
"1791",1008,1,"11320"
"1792",1152,1,"11320"
"1793",1109,1,"11320"
"1794",1034,1,"11320"
"1796",1158,1,"11323"
"1797",1090,1,"11323"
"1798",1017,1,"11323"
"1799",1001,1,"11323"
"1800",1003,1,"11323"
"1801",1034,1,"11323"
"1802",1004,1,"11323"
"1803",1018,1,"11323"
"1805",1118,1,"11331"
"1806",1183,1,"11331"
"1807",1076,1,"11331"
"1808",1004,1,"11331"
"1809",1018,1,"11331"
"1810",1008,1,"11331"
"1811",1030,1,"11331"
"1812",1191,1,"11331"
"1813",1003,1,"11331"
"1814",1034,1,"11331"
"1816",1008,1,"11332"
"1817",1037,1,"11332"
"1818",1030,1,"11332"
"1819",1087,1,"11332"
"1820",1009,1,"11332"
"1821",1004,1,"11332"
"1823",1119,1,"11359"
"1824",1065,1,"11359"
"1825",1067,1,"11359"
"1826",1027,1,"11359"
"1827",1046,1,"11359"
"1828",1009,1,"11359"
"1829",1031,1,"11359"
"1830",1034,1,"11359"
"1831",1070,1,"11359"
"1832",1004,1,"11359"
"1833",1057,1,"11359"
"1834",1008,1,"11359"
"1835",1192,1,"11359"
"1836",1038,1,"11359"
"1837",1026,1,"11359"
"1838",1041,1,"11359"
"1839",1053,1,"11359"
"1841",1133,1,"11367"
"1842",1017,1,"11367"
"1843",1004,1,"11367"
"1844",1067,1,"11367"
"1845",1193,1,"11367"
"1846",1125,1,"11367"
"1847",1001,1,"11367"
"1848",1003,1,"11367"
"1850",1008,1,"11376"
"1851",1009,1,"11376"
"1852",1060,1,"11376"
"1853",1052,1,"11376"
"1854",1040,1,"11376"
"1855",1007,1,"11376"
"1856",1018,1,"11376"
"1858",1035,1,"11379"
"1859",1008,1,"11379"
"1860",1037,1,"11379"
"1861",1009,1,"11379"
"1862",1003,1,"11379"
"1863",1018,1,"11379"
"1865",1036,1,"11407"
"1866",1008,1,"11407"
"1867",1110,1,"11407"
"1868",1295,1,"11407"
"1869",1096,1,"11407"
"1870",1034,1,"11407"
"1872",1010,1,"11411"
"1873",1020,1,"11411"
"1874",1011,1,"11411"
"1875",1017,1,"11411"
"1876",1012,1,"11411"
"1877",1004,1,"11411"
"1879",1157,1,"11413"
"1880",1020,1,"11413"
"1881",1017,1,"11413"
"1882",1004,1,"11413"
"1883",1018,1,"11413"
"1884",1008,1,"11413"
"1885",1010,1,"11413"
"1886",1036,1,"11413"
"1887",1038,1,"11413"
"1888",1026,1,"11413"
"1889",1001,1,"11413"
"1890",1041,1,"11413"
"1891",1003,1,"11413"
"1892",1053,1,"11413"
"1894",1008,1,"11429"
"1895",1000,1,"11429"
"1896",1009,1,"11429"
"1897",1040,1,"11429"
"1898",1195,1,"11429"
"1899",1014,1,"11429"
"1901",1008,1,"11430"
"1902",1020,1,"11430"
"1903",1017,1,"11430"
"1904",1003,1,"11430"
"1905",1004,1,"11430"
"1906",1021,1,"11430"
"1908",1025,1,"11431"
"1909",1196,1,"11431"
"1910",1017,1,"11431"
"1911",1004,1,"11431"
"1912",1018,1,"11431"
"1913",1008,1,"11431"
"1914",1030,1,"11431"
"1915",1003,1,"11431"
"1916",1034,1,"11431"
"1918",1081,1,"11440"
"1919",1082,1,"11440"
"1920",1020,1,"11440"
"1921",1062,1,"11440"
"1922",1058,1,"11440"
"1923",1017,1,"11440"
"1924",1018,1,"11440"
"1925",1010,1,"11440"
"1926",1008,1,"11440"
"1927",1000,1,"11440"
"1928",1006,1,"11440"
"1929",1083,1,"11440"
"1931",1087,1,"11444"
"1932",1017,1,"11444"
"1933",1159,1,"11444"
"1934",1079,1,"11444"
"1935",1004,1,"11444"
"1936",1018,1,"11444"
"1937",1008,1,"11444"
"1938",1010,1,"11444"
"1939",1030,1,"11444"
"1940",1027,1,"11444"
"1941",1038,1,"11444"
"1942",1026,1,"11444"
"1943",1197,1,"11444"
"1944",1041,1,"11444"
"1945",1034,1,"11444"
"1947",1025,1,"11447"
"1948",1082,1,"11447"
"1949",1018,1,"11447"
"1950",1127,1,"11447"
"1951",1008,1,"11447"
"1952",1038,1,"11447"
"1953",1026,1,"11447"
"1954",1041,1,"11447"
"1956",1020,1,"11451"
"1957",1054,1,"11451"
"1958",1017,1,"11451"
"1959",1018,1,"11451"
"1960",1004,1,"11451"
"1961",1008,1,"11451"
"1962",1030,1,"11451"
"1963",1023,1,"11451"
"1964",1134,1,"11451"
"1966",1008,1,"11452"
"1967",1009,1,"11452"
"1968",1017,1,"11452"
"1969",1034,1,"11452"
"1970",1169,1,"11452"
"1971",1154,1,"11452"
"1973",1049,1,"11453"
"1974",1018,1,"11453"
"1975",1035,1,"11453"
"1976",1008,1,"11453"
"1977",1009,1,"11453"
"1978",1001,1,"11453"
"1979",1003,1,"11453"
"1980",1034,1,"11453"
"1981",1002,1,"11453"
"1983",1036,1,"11458"
"1984",1008,1,"11458"
"1985",1007,1,"11458"
"1986",1040,1,"11458"
"1987",1052,1,"11458"
"1988",1018,1,"11458"
"1989",1034,1,"11458"
"1991",1036,1,"11467"
"1992",1081,1,"11467"
"1993",1082,1,"11467"
"1994",1038,1,"11467"
"1995",1026,1,"11467"
"1996",1003,1,"11467"
"1998",1119,1,"11482"
"1999",1054,1,"11482"
"2000",1131,1,"11482"
"2001",1136,1,"11482"
"2002",1009,1,"11482"
"2003",1032,1,"11482"
"2004",1034,1,"11482"
"2005",1171,1,"11482"
"2006",1058,1,"11482"
"2007",1017,1,"11482"
"2008",1004,1,"11482"
"2009",1018,1,"11482"
"2010",1071,1,"11482"
"2011",1030,1,"11482"
"2012",1198,1,"11482"
"2013",1026,1,"11482"
"2014",1001,1,"11482"
"2015",1134,1,"11482"
"2016",1053,1,"11482"
"2017",1002,1,"11482"
"2019",1017,1,"11501"
"2020",1018,1,"11501"
"2021",1014,1,"11501"
"2022",1000,1,"11501"
"2023",1008,1,"11501"
"2024",1009,1,"11501"
"2025",1052,1,"11501"
"2026",1041,1,"11501"
"2027",1032,1,"11501"
"2028",1034,1,"11501"
"2030",1037,1,"11502"
"2031",1009,1,"11502"
"2032",1060,1,"11502"
"2033",1052,1,"11502"
"2034",1026,1,"11502"
"2035",1018,1,"11502"
"2036",1034,1,"11502"
"2038",1008,1,"11503"
"2039",1084,1,"11503"
"2040",1090,1,"11503"
"2041",1017,1,"11503"
"2042",1001,1,"11503"
"2043",1003,1,"11503"
"2044",1032,1,"11503"
"2045",1034,1,"11503"
"2046",1018,1,"11503"
"2048",1008,1,"11508"
"2049",1190,1,"11508"
"2050",1065,1,"11508"
"2051",1034,1,"11508"
"2052",1004,1,"11508"
"2053",1028,1,"11508"
"2055",1016,1,"11519"
"2056",1030,1,"11519"
"2057",1038,1,"11519"
"2058",1026,1,"11519"
"2059",1070,1,"11519"
"2060",1024,1,"11519"
"2061",1004,1,"11519"
"2063",1008,1,"11520"
"2064",1037,1,"11520"
"2065",1082,1,"11520"
"2066",1009,1,"11520"
"2067",1017,1,"11520"
"2068",1074,1,"11520"
"2070",1008,1,"11521"
"2071",1085,1,"11521"
"2072",1054,1,"11521"
"2073",1017,1,"11521"
"2074",1003,1,"11521"
"2075",1001,1,"11521"
"2076",1034,1,"11521"
"2077",1018,1,"11521"
"2079",1087,1,"11523"
"2080",1020,1,"11523"
"2081",1295,1,"11523"
"2082",1017,1,"11523"
"2083",1003,1,"11523"
"2084",1024,1,"11523"
"2085",1004,1,"11523"
"2087",1008,1,"11526"
"2088",1060,1,"11526"
"2089",1052,1,"11526"
"2090",1080,1,"11526"
"2091",1004,1,"11526"
"2092",1018,1,"11526"
"2094",1000,1,"11528"
"2095",1084,1,"11528"
"2096",1064,1,"11528"
"2097",1157,1,"11528"
"2098",1038,1,"11528"
"2099",1026,1,"11528"
"2100",1041,1,"11528"
"2102",1008,1,"11535"
"2103",1119,1,"11535"
"2104",1295,1,"11535"
"2105",1046,1,"11535"
"2106",1061,1,"11535"
"2107",1034,1,"11535"
"2109",1051,1,"11539"
"2110",1014,1,"11539"
"2111",1008,1,"11539"
"2112",1000,1,"11539"
"2113",1077,1,"11539"
"2114",1031,1,"11539"
"2115",1001,1,"11539"
"2116",1003,1,"11539"
"2118",1025,1,"11540"
"2119",1056,1,"11540"
"2120",1017,1,"11540"
"2121",1034,1,"11540"
"2122",1018,1,"11540"
"2123",1004,1,"11540"
"2125",1008,1,"11541"
"2126",1089,1,"11541"
"2127",1017,1,"11541"
"2128",1052,1,"11541"
"2129",1040,1,"11541"
"2130",1048,1,"11541"
"2131",1018,1,"11541"
"2133",1000,1,"11544"
"2134",1089,1,"11544"
"2135",1040,1,"11544"
"2136",1017,1,"11544"
"2137",1088,1,"11544"
"2138",1004,1,"11544"
"2139",1014,1,"11544"
"2141",1058,1,"11550"
"2142",1017,1,"11550"
"2143",1102,1,"11550"
"2144",1004,1,"11550"
"2145",1113,1,"11550"
"2146",1008,1,"11550"
"2147",1030,1,"11550"
"2148",1046,1,"11550"
"2149",1052,1,"11550"
"2150",1040,1,"11550"
"2151",1026,1,"11550"
"2152",1001,1,"11550"
"2153",1032,1,"11550"
"2154",1041,1,"11550"
"2156",1008,1,"11555"
"2157",1035,1,"11555"
"2158",1037,1,"11555"
"2159",1009,1,"11555"
"2160",1017,1,"11555"
"2161",1018,1,"11555"
"2162",1034,1,"11555"
"2164",1008,1,"11558"
"2165",1082,1,"11558"
"2166",1017,1,"11558"
"2167",1040,1,"11558"
"2168",1001,1,"11558"
"2169",1083,1,"11558"
"2171",1112,1,"11577"
"2172",1008,1,"11577"
"2173",1054,1,"11577"
"2174",1058,1,"11577"
"2175",1177,1,"11577"
"2176",1032,1,"11577"
"2177",1018,1,"11577"
"2179",1008,1,"11584"
"2180",1010,1,"11584"
"2181",1037,1,"11584"
"2182",1064,1,"11584"
"2183",1009,1,"11584"
"2184",1046,1,"11584"
"2185",1017,1,"11584"
"2186",1034,1,"11584"
"2188",1017,1,"11592"
"2189",1010,1,"11592"
"2190",1008,1,"11592"
"2191",1037,1,"11592"
"2192",1038,1,"11592"
"2193",1009,1,"11592"
"2194",1026,1,"11592"
"2195",1006,1,"11592"
"2196",1034,1,"11592"
"2198",1008,1,"11599"
"2199",1035,1,"11599"
"2200",1038,1,"11599"
"2201",1009,1,"11599"
"2202",1053,1,"11599"
"2203",1018,1,"11599"
"2205",1025,1,"11600"
"2206",1008,1,"11600"
"2207",1038,1,"11600"
"2208",1026,1,"11600"
"2209",1070,1,"11600"
"2210",1034,1,"11600"
"2212",1024,1,"11601"
"2213",1004,1,"11601"
"2214",1008,1,"11601"
"2215",1027,1,"11601"
"2216",1026,1,"11601"
"2217",1068,1,"11601"
"2218",1003,1,"11601"
"2219",1041,1,"11601"
"2220",1001,1,"11601"
"2221",1034,1,"11601"
"2222",1176,1,"11601"
"2224",1025,1,"11604"
"2225",1017,1,"11604"
"2226",1008,1,"11604"
"2227",1056,1,"11604"
"2228",1026,1,"11604"
"2229",1040,1,"11604"
"2230",1031,1,"11604"
"2231",1032,1,"11604"
"2232",1034,1,"11604"
"2234",1008,1,"11607"
"2235",1022,1,"11607"
"2236",1017,1,"11607"
"2237",1001,1,"11607"
"2238",1067,1,"11607"
"2239",1034,1,"11607"
"2241",1035,1,"11608"
"2242",1030,1,"11608"
"2243",1037,1,"11608"
"2244",1009,1,"11608"
"2245",1017,1,"11608"
"2246",1018,1,"11608"
"2247",1043,1,"11608"
"2249",1022,1,"11611"
"2250",1020,1,"11611"
"2251",1123,1,"11611"
"2252",1017,1,"11611"
"2253",1018,1,"11611"
"2254",1035,1,"11611"
"2255",1037,1,"11611"
"2256",1009,1,"11611"
"2257",1003,1,"11611"
"2258",1034,1,"11611"
"2260",1008,1,"11613"
"2261",1045,1,"11613"
"2262",1054,1,"11613"
"2263",1017,1,"11613"
"2264",1001,1,"11613"
"2265",1003,1,"11613"
"2266",1034,1,"11613"
"2267",1018,1,"11613"
"2268",1004,1,"11613"
"2270",1008,1,"11615"
"2271",1009,1,"11615"
"2272",1007,1,"11615"
"2273",1017,1,"11615"
"2274",1001,1,"11615"
"2275",1034,1,"11615"
"2276",1074,1,"11615"
"2278",1004,1,"11631"
"2279",1078,1,"11631"
"2280",1018,1,"11631"
"2281",1036,1,"11631"
"2282",1008,1,"11631"
"2283",1189,1,"11631"
"2284",1030,1,"11631"
"2285",1040,1,"11631"
"2286",1061,1,"11631"
"2287",1003,1,"11631"
"2288",1001,1,"11631"
"2290",1025,1,"11640"
"2291",1020,1,"11640"
"2292",1022,1,"11640"
"2293",1076,1,"11640"
"2294",1018,1,"11640"
"2295",1008,1,"11640"
"2296",1026,1,"11640"
"2297",1041,1,"11640"
"2298",1003,1,"11640"
"2299",1034,1,"11640"
"2300",1042,1,"11640"
"2302",1081,1,"11644"
"2303",1082,1,"11644"
"2304",1049,1,"11644"
"2305",1199,1,"11644"
